group	fill	colour	x	y	clickSelects
772	#E1699A	#383838	-44.5	1.05	8
772	#E1699A	#383838	-44.95	1.5	8
764	#CD1076	#000000	-44.45	2	9
764	#CD1076	#000000	-44	2.45	9
764	#CD1076	#000000	-43.55	2	9
764	#CD1076	#000000	-44	1.55	9
764	#CD1076	#000000	-44.45	2	9
753	#FFFFFF	#D3D3D3	-43.95	2.5	37
753	#FFFFFF	#D3D3D3	-43.5	2.95	37
753	#FFFFFF	#D3D3D3	-43.05	2.5	37
753	#FFFFFF	#D3D3D3	-43.5	2.05	37
753	#FFFFFF	#D3D3D3	-43.95	2.5	37
743	#FFFFFF	#D3D3D3	-43.45	3	37
743	#FFFFFF	#D3D3D3	-43	3.45	37
743	#FFFFFF	#D3D3D3	-42.55	3	37
743	#FFFFFF	#D3D3D3	-43	2.55	37
743	#FFFFFF	#D3D3D3	-43.45	3	37
730	#FFFFFF	#D3D3D3	-42.95	3.5	37
730	#FFFFFF	#D3D3D3	-42.5	3.95	37
730	#FFFFFF	#D3D3D3	-42.05	3.5	37
730	#FFFFFF	#D3D3D3	-42.5	3.05	37
730	#FFFFFF	#D3D3D3	-42.95	3.5	37
719	#FFFFFF	#D3D3D3	-42.45	4	37
719	#FFFFFF	#D3D3D3	-42	4.45	37
719	#FFFFFF	#D3D3D3	-41.55	4	37
719	#FFFFFF	#D3D3D3	-42	3.55	37
719	#FFFFFF	#D3D3D3	-42.45	4	37
706	#FFFFFF	#D3D3D3	-41.95	4.5	37
706	#FFFFFF	#D3D3D3	-41.5	4.95	37
706	#FFFFFF	#D3D3D3	-41.05	4.5	37
706	#FFFFFF	#D3D3D3	-41.5	4.05	37
706	#FFFFFF	#D3D3D3	-41.95	4.5	37
694	#FFFFFF	#D3D3D3	-41.45	5	37
694	#FFFFFF	#D3D3D3	-41	5.45	37
694	#FFFFFF	#D3D3D3	-40.55	5	37
694	#FFFFFF	#D3D3D3	-41	4.55	37
694	#FFFFFF	#D3D3D3	-41.45	5	37
680	#FFFFFF	#D3D3D3	-40.95	5.5	37
680	#FFFFFF	#D3D3D3	-40.5	5.95	37
680	#FFFFFF	#D3D3D3	-40.05	5.5	37
680	#FFFFFF	#D3D3D3	-40.5	5.05	37
680	#FFFFFF	#D3D3D3	-40.95	5.5	37
667	#FFFFFF	#D3D3D3	-40.45	6	37
667	#FFFFFF	#D3D3D3	-40	6.45	37
667	#FFFFFF	#D3D3D3	-39.55	6	37
667	#FFFFFF	#D3D3D3	-40	5.55	37
667	#FFFFFF	#D3D3D3	-40.45	6	37
649	#FFFFFF	#D3D3D3	-39.95	6.5	37
649	#FFFFFF	#D3D3D3	-39.5	6.95	37
649	#FFFFFF	#D3D3D3	-39.05	6.5	37
649	#FFFFFF	#D3D3D3	-39.5	6.05	37
649	#FFFFFF	#D3D3D3	-39.95	6.5	37
634	#FFFFFF	#D3D3D3	-39.45	7	37
634	#FFFFFF	#D3D3D3	-39	7.45	37
634	#FFFFFF	#D3D3D3	-38.55	7	37
634	#FFFFFF	#D3D3D3	-39	6.55	37
634	#FFFFFF	#D3D3D3	-39.45	7	37
618	#FFFFFF	#D3D3D3	-38.95	7.5	37
618	#FFFFFF	#D3D3D3	-38.5	7.95	37
618	#FFFFFF	#D3D3D3	-38.05	7.5	37
618	#FFFFFF	#D3D3D3	-38.5	7.05	37
618	#FFFFFF	#D3D3D3	-38.95	7.5	37
603	#FFFFFF	#D3D3D3	-38.45	8	38
603	#FFFFFF	#D3D3D3	-38	8.45	38
603	#FFFFFF	#D3D3D3	-37.55	8	38
603	#FFFFFF	#D3D3D3	-38	7.55	38
603	#FFFFFF	#D3D3D3	-38.45	8	38
586	#FFFFFF	#D3D3D3	-37.95	8.5	38
586	#FFFFFF	#D3D3D3	-37.5	8.95	38
586	#FFFFFF	#D3D3D3	-37.05	8.5	38
586	#FFFFFF	#D3D3D3	-37.5	8.05	38
586	#FFFFFF	#D3D3D3	-37.95	8.5	38
570	#FFFFFF	#D3D3D3	-37.45	9	38
570	#FFFFFF	#D3D3D3	-37	9.45	38
570	#FFFFFF	#D3D3D3	-36.55	9	38
570	#FFFFFF	#D3D3D3	-37	8.55	38
570	#FFFFFF	#D3D3D3	-37.45	9	38
552	#FFFFFF	#D3D3D3	-36.95	9.5	10
552	#FFFFFF	#D3D3D3	-36.5	9.95	10
552	#FFFFFF	#D3D3D3	-36.05	9.5	10
552	#FFFFFF	#D3D3D3	-36.5	9.05	10
552	#FFFFFF	#D3D3D3	-36.95	9.5	10
518	#FFFFFF	#D3D3D3	-36.45	10	10
518	#FFFFFF	#D3D3D3	-36	10.45	10
518	#FFFFFF	#D3D3D3	-35.55	10	10
518	#FFFFFF	#D3D3D3	-36	9.55	10
518	#FFFFFF	#D3D3D3	-36.45	10	10
499	#FFFFFF	#D3D3D3	-35.95	10.5	10
499	#FFFFFF	#D3D3D3	-35.5	10.95	10
499	#FFFFFF	#D3D3D3	-35.05	10.5	10
499	#FFFFFF	#D3D3D3	-35.5	10.05	10
499	#FFFFFF	#D3D3D3	-35.95	10.5	10
480	#FFFFFF	#D3D3D3	-35.45	11	10
480	#FFFFFF	#D3D3D3	-35	11.45	10
480	#FFFFFF	#D3D3D3	-34.55	11	10
480	#FFFFFF	#D3D3D3	-35	10.55	10
480	#FFFFFF	#D3D3D3	-35.45	11	10
460	#FFFFFF	#D3D3D3	-34.95	11.5	10
460	#FFFFFF	#D3D3D3	-34.5	11.95	10
460	#FFFFFF	#D3D3D3	-34.05	11.5	10
460	#FFFFFF	#D3D3D3	-34.5	11.05	10
460	#FFFFFF	#D3D3D3	-34.95	11.5	10
441	#FFFFFF	#D3D3D3	-34.45	12	10
441	#FFFFFF	#D3D3D3	-34	12.45	10
441	#FFFFFF	#D3D3D3	-33.55	12	10
441	#FFFFFF	#D3D3D3	-34	11.55	10
441	#FFFFFF	#D3D3D3	-34.45	12	10
422	#FFFFFF	#D3D3D3	-33.95	12.5	10
422	#FFFFFF	#D3D3D3	-33.5	12.95	10
422	#FFFFFF	#D3D3D3	-33.05	12.5	10
422	#FFFFFF	#D3D3D3	-33.5	12.05	10
422	#FFFFFF	#D3D3D3	-33.95	12.5	10
404	#FFFFFF	#D3D3D3	-33.45	13	10
404	#FFFFFF	#D3D3D3	-33	13.45	10
404	#FFFFFF	#D3D3D3	-32.55	13	10
404	#FFFFFF	#D3D3D3	-33	12.55	10
404	#FFFFFF	#D3D3D3	-33.45	13	10
386	#FFFFFF	#D3D3D3	-32.95	13.5	10
386	#FFFFFF	#D3D3D3	-32.5	13.95	10
386	#FFFFFF	#D3D3D3	-32.05	13.5	10
386	#FFFFFF	#D3D3D3	-32.5	13.05	10
386	#FFFFFF	#D3D3D3	-32.95	13.5	10
369	#FFFFFF	#D3D3D3	-32.45	14	20
369	#FFFFFF	#D3D3D3	-32	14.45	20
369	#FFFFFF	#D3D3D3	-31.55	14	20
369	#FFFFFF	#D3D3D3	-32	13.55	20
369	#FFFFFF	#D3D3D3	-32.45	14	20
352	#FFFFFF	#D3D3D3	-31.95	14.5	20
352	#FFFFFF	#D3D3D3	-31.5	14.95	20
352	#FFFFFF	#D3D3D3	-31.05	14.5	20
352	#FFFFFF	#D3D3D3	-31.5	14.05	20
352	#FFFFFF	#D3D3D3	-31.95	14.5	20
335	#FFFFFF	#D3D3D3	-31.45	15	20
335	#FFFFFF	#D3D3D3	-31	15.45	20
335	#FFFFFF	#D3D3D3	-30.55	15	20
335	#FFFFFF	#D3D3D3	-31	14.55	20
335	#FFFFFF	#D3D3D3	-31.45	15	20
318	#FFFFFF	#D3D3D3	-30.95	15.5	20
318	#FFFFFF	#D3D3D3	-30.5	15.95	20
318	#FFFFFF	#D3D3D3	-30.05	15.5	20
318	#FFFFFF	#D3D3D3	-30.5	15.05	20
318	#FFFFFF	#D3D3D3	-30.95	15.5	20
302	#FFFFFF	#D3D3D3	-30.45	16	20
302	#FFFFFF	#D3D3D3	-30	16.45	20
302	#FFFFFF	#D3D3D3	-29.55	16	20
302	#FFFFFF	#D3D3D3	-30	15.55	20
302	#FFFFFF	#D3D3D3	-30.45	16	20
771	#E1699A	#383838	-44.95	0.5	8
771	#E1699A	#383838	-44.5	0.95	8
771	#E1699A	#383838	-44.05	0.5	8
771	#E1699A	#383838	-44.5	0.05	8
771	#E1699A	#383838	-44.95	0.5	8
761	#E1699A	#383838	-44.45	1	8
761	#E1699A	#383838	-44	1.45	8
761	#E1699A	#383838	-43.55	1	8
761	#E1699A	#383838	-44	0.55	8
761	#E1699A	#383838	-44.45	1	8
750	#CD1076	#000000	-43.95	1.5	9
750	#CD1076	#000000	-43.5	1.95	9
750	#CD1076	#000000	-43.05	1.5	9
750	#CD1076	#000000	-43.5	1.05	9
750	#CD1076	#000000	-43.95	1.5	9
742	#FFFFFF	#D3D3D3	-43.45	2	37
742	#FFFFFF	#D3D3D3	-43	2.45	37
742	#FFFFFF	#D3D3D3	-42.55	2	37
742	#FFFFFF	#D3D3D3	-43	1.55	37
742	#FFFFFF	#D3D3D3	-43.45	2	37
729	#FFFFFF	#D3D3D3	-42.95	2.5	37
729	#FFFFFF	#D3D3D3	-42.5	2.95	37
729	#FFFFFF	#D3D3D3	-42.05	2.5	37
729	#FFFFFF	#D3D3D3	-42.5	2.05	37
729	#FFFFFF	#D3D3D3	-42.95	2.5	37
718	#FFFFFF	#D3D3D3	-42.45	3	37
718	#FFFFFF	#D3D3D3	-42	3.45	37
718	#FFFFFF	#D3D3D3	-41.55	3	37
718	#FFFFFF	#D3D3D3	-42	2.55	37
718	#FFFFFF	#D3D3D3	-42.45	3	37
705	#FFFFFF	#D3D3D3	-41.95	3.5	37
705	#FFFFFF	#D3D3D3	-41.5	3.95	37
705	#FFFFFF	#D3D3D3	-41.05	3.5	37
705	#FFFFFF	#D3D3D3	-41.5	3.05	37
705	#FFFFFF	#D3D3D3	-41.95	3.5	37
693	#FFFFFF	#D3D3D3	-41.45	4	37
693	#FFFFFF	#D3D3D3	-41	4.45	37
693	#FFFFFF	#D3D3D3	-40.55	4	37
693	#FFFFFF	#D3D3D3	-41	3.55	37
693	#FFFFFF	#D3D3D3	-41.45	4	37
679	#FFFFFF	#D3D3D3	-40.95	4.5	37
679	#FFFFFF	#D3D3D3	-40.5	4.95	37
679	#FFFFFF	#D3D3D3	-40.05	4.5	37
679	#FFFFFF	#D3D3D3	-40.5	4.05	37
679	#FFFFFF	#D3D3D3	-40.95	4.5	37
666	#FFFFFF	#D3D3D3	-40.45	5	37
666	#FFFFFF	#D3D3D3	-40	5.45	37
666	#FFFFFF	#D3D3D3	-39.55	5	37
666	#FFFFFF	#D3D3D3	-40	4.55	37
666	#FFFFFF	#D3D3D3	-40.45	5	37
648	#FFFFFF	#D3D3D3	-39.95	5.5	37
648	#FFFFFF	#D3D3D3	-39.5	5.95	37
648	#FFFFFF	#D3D3D3	-39.05	5.5	37
648	#FFFFFF	#D3D3D3	-39.5	5.05	37
648	#FFFFFF	#D3D3D3	-39.95	5.5	37
633	#FFFFFF	#D3D3D3	-39.45	6	37
633	#FFFFFF	#D3D3D3	-39	6.45	37
633	#FFFFFF	#D3D3D3	-38.55	6	37
633	#FFFFFF	#D3D3D3	-39	5.55	37
633	#FFFFFF	#D3D3D3	-39.45	6	37
617	#FFFFFF	#D3D3D3	-38.95	6.5	37
617	#FFFFFF	#D3D3D3	-38.5	6.95	37
617	#FFFFFF	#D3D3D3	-38.05	6.5	37
617	#FFFFFF	#D3D3D3	-38.5	6.05	37
617	#FFFFFF	#D3D3D3	-38.95	6.5	37
602	#FFFFFF	#D3D3D3	-38.45	7	37
602	#FFFFFF	#D3D3D3	-38	7.45	37
602	#FFFFFF	#D3D3D3	-37.55	7	37
602	#FFFFFF	#D3D3D3	-38	6.55	37
602	#FFFFFF	#D3D3D3	-38.45	7	37
585	#FFFFFF	#D3D3D3	-37.95	7.5	38
585	#FFFFFF	#D3D3D3	-37.5	7.95	38
585	#FFFFFF	#D3D3D3	-37.05	7.5	38
585	#FFFFFF	#D3D3D3	-37.5	7.05	38
585	#FFFFFF	#D3D3D3	-37.95	7.5	38
569	#FFFFFF	#D3D3D3	-37.45	8	38
569	#FFFFFF	#D3D3D3	-37	8.45	38
569	#FFFFFF	#D3D3D3	-36.55	8	38
569	#FFFFFF	#D3D3D3	-37	7.55	38
569	#FFFFFF	#D3D3D3	-37.45	8	38
551	#FFFFFF	#D3D3D3	-36.95	8.5	38
551	#FFFFFF	#D3D3D3	-36.5	8.95	38
551	#FFFFFF	#D3D3D3	-36.05	8.5	38
551	#FFFFFF	#D3D3D3	-36.5	8.05	38
551	#FFFFFF	#D3D3D3	-36.95	8.5	38
534	#FFFFFF	#D3D3D3	-36.45	9	10
534	#FFFFFF	#D3D3D3	-36	9.45	10
534	#FFFFFF	#D3D3D3	-35.55	9	10
534	#FFFFFF	#D3D3D3	-36	8.55	10
534	#FFFFFF	#D3D3D3	-36.45	9	10
515	#FFFFFF	#D3D3D3	-35.95	9.5	10
515	#FFFFFF	#D3D3D3	-35.5	9.95	10
515	#FFFFFF	#D3D3D3	-35.05	9.5	10
515	#FFFFFF	#D3D3D3	-35.5	9.05	10
515	#FFFFFF	#D3D3D3	-35.95	9.5	10
479	#FFFFFF	#D3D3D3	-35.45	10	10
479	#FFFFFF	#D3D3D3	-35	10.45	10
479	#FFFFFF	#D3D3D3	-34.55	10	10
479	#FFFFFF	#D3D3D3	-35	9.55	10
479	#FFFFFF	#D3D3D3	-35.45	10	10
459	#FFFFFF	#D3D3D3	-34.95	10.5	10
459	#FFFFFF	#D3D3D3	-34.5	10.95	10
459	#FFFFFF	#D3D3D3	-34.05	10.5	10
459	#FFFFFF	#D3D3D3	-34.5	10.05	10
459	#FFFFFF	#D3D3D3	-34.95	10.5	10
440	#FFFFFF	#D3D3D3	-34.45	11	10
440	#FFFFFF	#D3D3D3	-34	11.45	10
440	#FFFFFF	#D3D3D3	-33.55	11	10
440	#FFFFFF	#D3D3D3	-34	10.55	10
440	#FFFFFF	#D3D3D3	-34.45	11	10
421	#FFFFFF	#D3D3D3	-33.95	11.5	10
421	#FFFFFF	#D3D3D3	-33.5	11.95	10
421	#FFFFFF	#D3D3D3	-33.05	11.5	10
421	#FFFFFF	#D3D3D3	-33.5	11.05	10
421	#FFFFFF	#D3D3D3	-33.95	11.5	10
403	#FFFFFF	#D3D3D3	-33.45	12	10
403	#FFFFFF	#D3D3D3	-33	12.45	10
403	#FFFFFF	#D3D3D3	-32.55	12	10
403	#FFFFFF	#D3D3D3	-33	11.55	10
403	#FFFFFF	#D3D3D3	-33.45	12	10
385	#FFFFFF	#D3D3D3	-32.95	12.5	10
385	#FFFFFF	#D3D3D3	-32.5	12.95	10
385	#FFFFFF	#D3D3D3	-32.05	12.5	10
385	#FFFFFF	#D3D3D3	-32.5	12.05	10
385	#FFFFFF	#D3D3D3	-32.95	12.5	10
368	#FFFFFF	#D3D3D3	-32.45	13	10
368	#FFFFFF	#D3D3D3	-32	13.45	10
368	#FFFFFF	#D3D3D3	-31.55	13	10
368	#FFFFFF	#D3D3D3	-32	12.55	10
368	#FFFFFF	#D3D3D3	-32.45	13	10
351	#FFFFFF	#D3D3D3	-31.95	13.5	20
351	#FFFFFF	#D3D3D3	-31.5	13.95	20
351	#FFFFFF	#D3D3D3	-31.05	13.5	20
351	#FFFFFF	#D3D3D3	-31.5	13.05	20
351	#FFFFFF	#D3D3D3	-31.95	13.5	20
334	#FFFFFF	#D3D3D3	-31.45	14	20
334	#FFFFFF	#D3D3D3	-31	14.45	20
334	#FFFFFF	#D3D3D3	-30.55	14	20
334	#FFFFFF	#D3D3D3	-31	13.55	20
334	#FFFFFF	#D3D3D3	-31.45	14	20
317	#FFFFFF	#D3D3D3	-30.95	14.5	20
317	#FFFFFF	#D3D3D3	-30.5	14.95	20
317	#FFFFFF	#D3D3D3	-30.05	14.5	20
317	#FFFFFF	#D3D3D3	-30.5	14.05	20
317	#FFFFFF	#D3D3D3	-30.95	14.5	20
301	#FFFFFF	#D3D3D3	-30.45	15	20
301	#FFFFFF	#D3D3D3	-30	15.45	20
301	#FFFFFF	#D3D3D3	-29.55	15	20
301	#FFFFFF	#D3D3D3	-30	14.55	20
301	#FFFFFF	#D3D3D3	-30.45	15	20
280	#FFFFFF	#D3D3D3	-29.95	15.5	20
280	#FFFFFF	#D3D3D3	-29.5	15.95	20
280	#FFFFFF	#D3D3D3	-29.05	15.5	20
280	#FFFFFF	#D3D3D3	-29.5	15.05	20
280	#FFFFFF	#D3D3D3	-29.95	15.5	20
760	#E1699A	#383838	-44.45	0	8
760	#E1699A	#383838	-44	0.45	8
760	#E1699A	#383838	-43.55	0	8
760	#E1699A	#383838	-44	-0.45	8
760	#E1699A	#383838	-44.45	0	8
749	#E1699A	#383838	-43.95	0.5	8
749	#E1699A	#383838	-43.5	0.95	8
749	#E1699A	#383838	-43.05	0.5	8
749	#E1699A	#383838	-43.5	0.05	8
749	#E1699A	#383838	-43.95	0.5	8
738	#E1699A	#383838	-43.45	1	8
738	#E1699A	#383838	-43	1.45	8
738	#E1699A	#383838	-42.55	1	8
738	#E1699A	#383838	-43	0.55	8
738	#E1699A	#383838	-43.45	1	8
725	#FEF7F9	#CACACA	-42.95	1.5	16
725	#FEF7F9	#CACACA	-42.5	1.95	16
725	#FEF7F9	#CACACA	-42.05	1.5	16
725	#FEF7F9	#CACACA	-42.5	1.05	16
725	#FEF7F9	#CACACA	-42.95	1.5	16
717	#FEF7F9	#CACACA	-42.45	2	16
717	#FEF7F9	#CACACA	-42	2.45	16
717	#FEF7F9	#CACACA	-41.55	2	16
717	#FEF7F9	#CACACA	-42	1.55	16
717	#FEF7F9	#CACACA	-42.45	2	16
704	#FEF7F9	#CACACA	-41.95	2.5	16
704	#FEF7F9	#CACACA	-41.5	2.95	16
704	#FEF7F9	#CACACA	-41.05	2.5	16
704	#FEF7F9	#CACACA	-41.5	2.05	16
704	#FEF7F9	#CACACA	-41.95	2.5	16
692	#FFFFFF	#D3D3D3	-41.45	3	37
692	#FFFFFF	#D3D3D3	-41	3.45	37
692	#FFFFFF	#D3D3D3	-40.55	3	37
692	#FFFFFF	#D3D3D3	-41	2.55	37
692	#FFFFFF	#D3D3D3	-41.45	3	37
678	#FFFFFF	#D3D3D3	-40.95	3.5	37
678	#FFFFFF	#D3D3D3	-40.5	3.95	37
678	#FFFFFF	#D3D3D3	-40.05	3.5	37
678	#FFFFFF	#D3D3D3	-40.5	3.05	37
678	#FFFFFF	#D3D3D3	-40.95	3.5	37
665	#FFFFFF	#D3D3D3	-40.45	4	37
665	#FFFFFF	#D3D3D3	-40	4.45	37
665	#FFFFFF	#D3D3D3	-39.55	4	37
665	#FFFFFF	#D3D3D3	-40	3.55	37
665	#FFFFFF	#D3D3D3	-40.45	4	37
647	#FFFFFF	#D3D3D3	-39.95	4.5	37
647	#FFFFFF	#D3D3D3	-39.5	4.95	37
647	#FFFFFF	#D3D3D3	-39.05	4.5	37
647	#FFFFFF	#D3D3D3	-39.5	4.05	37
647	#FFFFFF	#D3D3D3	-39.95	4.5	37
632	#FFFFFF	#D3D3D3	-39.45	5	37
632	#FFFFFF	#D3D3D3	-39	5.45	37
632	#FFFFFF	#D3D3D3	-38.55	5	37
632	#FFFFFF	#D3D3D3	-39	4.55	37
632	#FFFFFF	#D3D3D3	-39.45	5	37
616	#FFFFFF	#D3D3D3	-38.95	5.5	37
616	#FFFFFF	#D3D3D3	-38.5	5.95	37
616	#FFFFFF	#D3D3D3	-38.05	5.5	37
616	#FFFFFF	#D3D3D3	-38.5	5.05	37
616	#FFFFFF	#D3D3D3	-38.95	5.5	37
601	#FFFFFF	#D3D3D3	-38.45	6	37
601	#FFFFFF	#D3D3D3	-38	6.45	37
601	#FFFFFF	#D3D3D3	-37.55	6	37
601	#FFFFFF	#D3D3D3	-38	5.55	37
601	#FFFFFF	#D3D3D3	-38.45	6	37
584	#FFFFFF	#D3D3D3	-37.95	6.5	37
584	#FFFFFF	#D3D3D3	-37.5	6.95	37
584	#FFFFFF	#D3D3D3	-37.05	6.5	37
584	#FFFFFF	#D3D3D3	-37.5	6.05	37
584	#FFFFFF	#D3D3D3	-37.95	6.5	37
568	#FFFFFF	#D3D3D3	-37.45	7	37
568	#FFFFFF	#D3D3D3	-37	7.45	37
568	#FFFFFF	#D3D3D3	-36.55	7	37
568	#FFFFFF	#D3D3D3	-37	6.55	37
568	#FFFFFF	#D3D3D3	-37.45	7	37
550	#FFFFFF	#D3D3D3	-36.95	7.5	38
550	#FFFFFF	#D3D3D3	-36.5	7.95	38
550	#FFFFFF	#D3D3D3	-36.05	7.5	38
550	#FFFFFF	#D3D3D3	-36.5	7.05	38
550	#FFFFFF	#D3D3D3	-36.95	7.5	38
533	#FFFFFF	#D3D3D3	-36.45	8	38
533	#FFFFFF	#D3D3D3	-36	8.45	38
533	#FFFFFF	#D3D3D3	-35.55	8	38
533	#FFFFFF	#D3D3D3	-36	7.55	38
533	#FFFFFF	#D3D3D3	-36.45	8	38
514	#FFFFFF	#D3D3D3	-35.95	8.5	10
514	#FFFFFF	#D3D3D3	-35.5	8.95	10
514	#FFFFFF	#D3D3D3	-35.05	8.5	10
514	#FFFFFF	#D3D3D3	-35.5	8.05	10
514	#FFFFFF	#D3D3D3	-35.95	8.5	10
496	#FFFFFF	#D3D3D3	-35.45	9	10
496	#FFFFFF	#D3D3D3	-35	9.45	10
496	#FFFFFF	#D3D3D3	-34.55	9	10
496	#FFFFFF	#D3D3D3	-35	8.55	10
496	#FFFFFF	#D3D3D3	-35.45	9	10
476	#FFFFFF	#D3D3D3	-34.95	9.5	10
476	#FFFFFF	#D3D3D3	-34.5	9.95	10
476	#FFFFFF	#D3D3D3	-34.05	9.5	10
476	#FFFFFF	#D3D3D3	-34.5	9.05	10
476	#FFFFFF	#D3D3D3	-34.95	9.5	10
439	#FFFFFF	#D3D3D3	-34.45	10	10
439	#FFFFFF	#D3D3D3	-34	10.45	10
439	#FFFFFF	#D3D3D3	-33.55	10	10
439	#FFFFFF	#D3D3D3	-34	9.55	10
439	#FFFFFF	#D3D3D3	-34.45	10	10
420	#FFFFFF	#D3D3D3	-33.95	10.5	10
420	#FFFFFF	#D3D3D3	-33.5	10.95	10
420	#FFFFFF	#D3D3D3	-33.05	10.5	10
420	#FFFFFF	#D3D3D3	-33.5	10.05	10
420	#FFFFFF	#D3D3D3	-33.95	10.5	10
402	#FFFFFF	#D3D3D3	-33.45	11	10
402	#FFFFFF	#D3D3D3	-33	11.45	10
402	#FFFFFF	#D3D3D3	-32.55	11	10
402	#FFFFFF	#D3D3D3	-33	10.55	10
402	#FFFFFF	#D3D3D3	-33.45	11	10
384	#FFFFFF	#D3D3D3	-32.95	11.5	10
384	#FFFFFF	#D3D3D3	-32.5	11.95	10
384	#FFFFFF	#D3D3D3	-32.05	11.5	10
384	#FFFFFF	#D3D3D3	-32.5	11.05	10
384	#FFFFFF	#D3D3D3	-32.95	11.5	10
367	#FFFFFF	#D3D3D3	-32.45	12	29
367	#FFFFFF	#D3D3D3	-32	12.45	29
367	#FFFFFF	#D3D3D3	-31.55	12	29
367	#FFFFFF	#D3D3D3	-32	11.55	29
367	#FFFFFF	#D3D3D3	-32.45	12	29
350	#FFFFFF	#D3D3D3	-31.95	12.5	10
350	#FFFFFF	#D3D3D3	-31.5	12.95	10
350	#FFFFFF	#D3D3D3	-31.05	12.5	10
350	#FFFFFF	#D3D3D3	-31.5	12.05	10
350	#FFFFFF	#D3D3D3	-31.95	12.5	10
333	#FFFFFF	#D3D3D3	-31.45	13	20
333	#FFFFFF	#D3D3D3	-31	13.45	20
333	#FFFFFF	#D3D3D3	-30.55	13	20
333	#FFFFFF	#D3D3D3	-31	12.55	20
333	#FFFFFF	#D3D3D3	-31.45	13	20
316	#FFFFFF	#D3D3D3	-30.95	13.5	20
316	#FFFFFF	#D3D3D3	-30.5	13.95	20
316	#FFFFFF	#D3D3D3	-30.05	13.5	20
316	#FFFFFF	#D3D3D3	-30.5	13.05	20
316	#FFFFFF	#D3D3D3	-30.95	13.5	20
300	#FFFFFF	#D3D3D3	-30.45	14	20
300	#FFFFFF	#D3D3D3	-30	14.45	20
300	#FFFFFF	#D3D3D3	-29.55	14	20
300	#FFFFFF	#D3D3D3	-30	13.55	20
300	#FFFFFF	#D3D3D3	-30.45	14	20
279	#FFFFFF	#D3D3D3	-29.95	14.5	20
279	#FFFFFF	#D3D3D3	-29.5	14.95	20
279	#FFFFFF	#D3D3D3	-29.05	14.5	20
279	#FFFFFF	#D3D3D3	-29.5	14.05	20
279	#FFFFFF	#D3D3D3	-29.95	14.5	20
264	#FFFFFF	#D3D3D3	-29.45	15	20
264	#FFFFFF	#D3D3D3	-29	15.45	20
264	#FFFFFF	#D3D3D3	-28.55	15	20
264	#FFFFFF	#D3D3D3	-29	14.55	20
264	#FFFFFF	#D3D3D3	-29.45	15	20
737	#E1699A	#383838	-43.45	0	8
737	#E1699A	#383838	-43	0.45	8
737	#E1699A	#383838	-42.55	0	8
737	#E1699A	#383838	-43	-0.45	8
737	#E1699A	#383838	-43.45	0	8
724	#E1699A	#383838	-42.95	0.5	8
724	#E1699A	#383838	-42.5	0.95	8
724	#E1699A	#383838	-42.05	0.5	8
724	#E1699A	#383838	-42.5	0.05	8
724	#E1699A	#383838	-42.95	0.5	8
712	#FEF7F9	#CACACA	-42.45	1	16
712	#FEF7F9	#CACACA	-42	1.45	16
712	#FEF7F9	#CACACA	-41.55	1	16
712	#FEF7F9	#CACACA	-42	0.55	16
712	#FEF7F9	#CACACA	-42.45	1	16
699	#FEF7F9	#CACACA	-41.95	1.5	16
699	#FEF7F9	#CACACA	-41.5	1.95	16
699	#FEF7F9	#CACACA	-41.05	1.5	16
699	#FEF7F9	#CACACA	-41.5	1.05	16
699	#FEF7F9	#CACACA	-41.95	1.5	16
691	#FEF7F9	#CACACA	-41.45	2	16
691	#FEF7F9	#CACACA	-41	2.45	16
691	#FEF7F9	#CACACA	-40.55	2	16
691	#FEF7F9	#CACACA	-41	1.55	16
691	#FEF7F9	#CACACA	-41.45	2	16
677	#FEF7F9	#CACACA	-40.95	2.5	16
677	#FEF7F9	#CACACA	-40.5	2.95	16
677	#FEF7F9	#CACACA	-40.05	2.5	16
677	#FEF7F9	#CACACA	-40.5	2.05	16
677	#FEF7F9	#CACACA	-40.95	2.5	16
664	#FEF7F9	#CACACA	-40.45	3	16
664	#FEF7F9	#CACACA	-40	3.45	16
664	#FEF7F9	#CACACA	-39.55	3	16
664	#FEF7F9	#CACACA	-40	2.55	16
664	#FEF7F9	#CACACA	-40.45	3	16
646	#FEF7F9	#CACACA	-39.95	3.5	16
646	#FEF7F9	#CACACA	-39.5	3.95	16
646	#FEF7F9	#CACACA	-39.05	3.5	16
646	#FEF7F9	#CACACA	-39.5	3.05	16
646	#FEF7F9	#CACACA	-39.95	3.5	16
631	#FEF7F9	#CACACA	-39.45	4	16
631	#FEF7F9	#CACACA	-39	4.45	16
631	#FEF7F9	#CACACA	-38.55	4	16
631	#FEF7F9	#CACACA	-39	3.55	16
631	#FEF7F9	#CACACA	-39.45	4	16
615	#FEF7F9	#CACACA	-38.95	4.5	16
615	#FEF7F9	#CACACA	-38.5	4.95	16
615	#FEF7F9	#CACACA	-38.05	4.5	16
615	#FEF7F9	#CACACA	-38.5	4.05	16
615	#FEF7F9	#CACACA	-38.95	4.5	16
600	#FFFFFF	#D3D3D3	-38.45	5	37
600	#FFFFFF	#D3D3D3	-38	5.45	37
600	#FFFFFF	#D3D3D3	-37.55	5	37
600	#FFFFFF	#D3D3D3	-38	4.55	37
600	#FFFFFF	#D3D3D3	-38.45	5	37
583	#FFFFFF	#D3D3D3	-37.95	5.5	37
